,Player Name,Player URL,Span,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Ave,Econ,SR,4,5,Born,Age,Batting Style,Bowling Style,Playing Role
107,PVD Chameera (SL),https://www.espncricinfo.com/ci/content/player/552152.html,2015-2024,55,55,196.2,0,1588,55,4/17,28.87,8.08,21.4,1,0,"January 11, 1992, Ragama",32y 200d,Right hand Bat,Right arm Fast,Bowler
108,WB Rankin (ENG/IRE),https://www.espncricinfo.com/ci/content/player/24599.html,2009-2020,50,49,178,2,1219,55,3/16,22.16,6.84,19.4,0,0,"July 05, 1984, Londonderry",40y 24d,Left hand Bat,Right arm Fast medium,Bowler
109,S Thakor (TAN),https://www.espncricinfo.com/ci/content/player/1286457.html,2021-2024,53,51,162,8,928,55,4/5,16.87,5.72,17.6,1,0,"July 13, 1990, Nadiad Kheda",34y 16d,Right hand Bat,Legbreak,
110,Fazalhaq Farooqi (AFG),https://www.espncricinfo.com/ci/content/player/974175.html,2021-2024,42,42,150.4,4,1005,54,5/9,18.61,6.67,16.7,1,1,"September 22, 2000, Baghlan",23y 311d,Right hand Bat,Left arm Fast medium,Bowler
111,RA Jadeja (IND),https://www.espncricinfo.com/ci/content/player/234675.html,2009-2024,74,71,226,4,1612,54,3/15,29.85,7.13,25.1,0,0,"December 06, 1988, Navagam-Khed, Saurashtra",35y 236d,Left hand Bat,Slow Left arm Orthodox,Allrounder
112,Sohail Tanvir (PAK),https://www.espncricinfo.com/ci/content/player/43265.html,2007-2017,57,57,202.2,3,1454,54,3/12,26.92,7.18,22.4,0,0,"December 12, 1984, Rawalpindi, Punjab",39y 230d,Left hand Bat,Left arm Medium fast,Bowler
113,A Nortje (SA),https://www.espncricinfo.com/ci/content/player/481979.html,2019-2024,42,41,144.5,0,1016,53,4/7,19.16,7.01,16.3,3,0,16-Nov-93,30y 256d,Right hand Bat,Right arm Fast,Bowler
114,SS Cottrell (WI),https://www.espncricinfo.com/ci/content/player/495551.html,2014-2023,45,44,153,4,1244,52,4/28,23.92,8.13,17.6,1,0,"August 19, 1989, Jamaica",34y 345d,Right hand Bat,Left arm Fast medium,Bowler
115,SM Curran (ENG),https://www.espncricinfo.com/ci/content/player/662973.html,2019-2024,51,51,156.5,1,1274,52,5/10,24.5,8.12,18,0,1,"June 03, 1998, Northampton",26y 56d,Left hand Bat,Left arm Medium fast,Allrounder
116,Ghulam Ahmadi (GER),https://www.espncricinfo.com/ci/content/player/1271974.html,2021-2024,44,44,163,10,998,52,5/23,19.19,6.12,18.8,2,1,26-Apr-97,27y 94d,Right hand Bat,Right arm Offbreak,
117,SP Narine (WI),https://www.espncricinfo.com/ci/content/player/230558.html,2012-2019,51,49,183.4,1,1105,52,4/12,21.25,6.01,21.1,1,0,"May 26, 1988, Arima, Trinidad & Tobago",36y 64d,Left hand Bat,Right arm Offbreak,Bowling Allrounder
118,C Rubagumya (RWN),https://www.espncricinfo.com/ci/content/player/1151255.html,2021-2024,66,54,148.1,6,1107,52,3/5,21.28,7.47,17,0,0,"November 28, 1995, Rwanda",28y 244d,Right hand Bat,Right arm Medium,
119,MM Ali (ENG),https://www.espncricinfo.com/ci/content/player/8917.html,2014-2024,92,71,166.3,1,1384,51,3/24,27.13,8.31,19.5,0,0,"June 18, 1987, Birmingham",37y 41d,Left hand Bat,Right arm Offbreak,Batting Allrounder
120,MA Baig (MWI),https://www.espncricinfo.com/ci/content/player/1163153.html,2019-2023,31,30,107,2,558,51,6/9,10.94,5.21,12.5,1,2,28-Feb-85,39y 152d,Right hand Bat,Right arm Offbreak,
121,NLTC Perera (ICC/SL/World),https://www.espncricinfo.com/ci/content/player/233514.html,2010-2021,84,67,183.4,1,1717,51,3/24,33.66,9.34,21.6,0,0,"April 03, 1989, Colombo",35y 117d,Left hand Bat,Right arm Medium fast,Bowling Allrounder
122,GP Swann (ENG),https://www.espncricinfo.com/ci/content/player/20431.html,2008-2012,39,38,135,4,859,51,3/13,16.84,6.36,15.8,0,0,"March 24, 1979, Northampton",45y 127d,Right hand Bat,Right arm Offbreak,Bowler
123,Syazrul Idrus (MAS),https://www.espncricinfo.com/ci/content/player/402140.html,2019-2023,33,31,97.4,3,686,51,7/8,13.45,7.02,11.4,2,1,9-Jan-91,33y 202d,Right hand Bat,Right arm Medium,Bowler
124,DJ Willey (ENG),https://www.espncricinfo.com/ci/content/player/308251.html,2015-2022,43,43,144.1,1,1180,51,4/7,23.13,8.18,16.9,1,0,"February 28, 1990, Northampton",34y 152d,Left hand Bat,Left arm Fast medium,Bowling Allrounder
125,Khalid Ahmadi (Belg),https://www.espncricinfo.com/ci/content/player/1230629.html,2020-2024,34,34,122.4,1,816,50,4/5,16.32,6.65,14.7,2,0,1-Jan-95,29y 210d,Right hand Bat,Right arm Medium fast,
126,Mohammad Nawaz (3) (PAK),https://www.espncricinfo.com/ci/content/player/348148.html,2016-2024,60,57,183.4,1,1361,50,3/5,27.22,7.41,22,0,0,"March 21, 1994, Rawalpindi, Punjab",30y 130d,Left hand Bat,Slow Left arm Orthodox,Allrounder
127,AL Phehlukwayo (SA),https://www.espncricinfo.com/ci/content/player/540316.html,2017-2024,42,39,124.4,0,1112,50,4/24,22.24,8.91,14.9,1,0,"March 03, 1996, Durban",28y 148d,Left hand Bat,Right arm Medium fast,Bowling Allrounder
128,MA Wood (ENG),https://www.espncricinfo.com/ci/content/player/351588.html,2015-2024,34,33,116.3,1,979,50,3/9,19.58,8.4,13.9,0,0,"January 11, 1990, Ashington, Northumberland",34y 200d,Right hand Bat,Right arm Fast,Bowler
129,AC Agar (AUS),https://www.espncricinfo.com/ci/content/player/505120.html,2016-2024,49,49,173.4,2,1129,49,6/30,23.04,6.5,21.2,0,2,"October 14, 1993, Melbourne, Victoria",30y 289d,Left hand Bat,Slow Left arm Orthodox,Bowler
130,RP Burl (ZIM),https://www.espncricinfo.com/ci/content/player/495964.html,2018-2024,77,55,150,3,1044,49,3/13,21.3,6.96,18.3,0,0,"April 15, 1994, Marondera",30y 105d,Left hand Bat,Legbreak,Allrounder
131,OC McCoy (WI),https://www.espncricinfo.com/ci/content/player/906783.html,2019-2024,37,36,118.4,1,1011,49,6/17,20.63,8.51,14.5,2,1,4-Jan-97,27y 207d,Left hand Bat,Left arm Fast medium,Bowler
132,IO Okpe (NGA),https://www.espncricinfo.com/ci/content/player/637526.html,2019-2024,48,46,129.5,3,825,49,3/8,16.83,6.35,15.8,0,0,"June 07, 1995, Kaduna",29y 52d,Right hand Bat,Right arm Medium,
133,Fitri Sham (MAS),https://www.espncricinfo.com/ci/content/player/1037565.html,2019-2024,45,42,146.2,2,976,48,3/22,20.33,6.66,18.2,0,0,26-Feb-94,30y 154d,Left hand Bat,Slow Left arm Orthodox,
134,AJ Hosein (WI),https://www.espncricinfo.com/ci/content/player/530812.html,2021-2024,57,54,192,1,1426,48,5/11,29.7,7.42,24,1,1,"April 25, 1993, Port-of-Spain",31y 95d,Left hand Bat,Slow Left arm Orthodox,Bowler
135,Imran Anwar (BHR),https://www.espncricinfo.com/ci/content/player/1143529.html,2019-2024,55,51,150.5,3,1187,48,4/24,24.72,7.86,18.8,1,0,24-Oct-89,34y 279d,Right hand Bat,Left arm Medium,Allrounder
136,AS Joseph (WI),https://www.espncricinfo.com/ci/content/player/670031.html,2022-2024,29,29,109,0,928,48,5/40,19.33,8.51,13.6,2,1,"November 20, 1996, Antigua",27y 252d,Right hand Bat,Right arm Fast,Bowler
137,T van der Gugten (NED),https://www.espncricinfo.com/ci/content/player/333782.html,2012-2024,47,46,145.1,1,1088,48,3/9,22.66,7.49,18.1,0,0,"February 25, 1991, Hornsby, Upper North Shore, Sydney",33y 155d,Right hand Bat,Right arm Fast medium,Bowler
138,SR Watson (AUS),https://www.espncricinfo.com/ci/content/player/8180.html,2006-2016,58,49,155,2,1187,48,4/15,24.72,7.65,19.3,1,0,"June 17, 1981, Ipswich, Queensland",43y 42d,Right hand Bat,Right arm Fast medium,Allrounder
139,SC Williams (ZIM),https://www.espncricinfo.com/ci/content/player/55870.html,2006-2024,81,73,198,0,1374,48,3/15,28.62,6.93,24.7,0,0,"September 26, 1986, Bulawayo",37y 307d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
140,Zeeshan Maqsood (OMA),https://www.espncricinfo.com/ci/content/player/585083.html,2015-2024,69,57,167.2,1,1109,48,4/7,23.1,6.62,20.9,3,0,24-Oct-87,36y 279d,Left hand Bat,Slow Left arm Orthodox,Opening Batter
141,CJA Amini (PNG),https://www.espncricinfo.com/ci/content/player/332980.html,2015-2024,59,51,145,0,906,47,4/18,19.27,6.24,18.5,1,0,"April 14, 1992, Port Moresby",32y 106d,Left hand Bat,Legbreak,Allrounder
142,MG Erasmus (NAM),https://www.espncricinfo.com/ci/content/player/519070.html,2019-2024,61,40,121.1,1,643,47,3/7,13.68,5.3,15.4,0,0,"April 11, 1995, Windhoek, Namibia",29y 109d,Right hand Bat,Right arm Offbreak,Allrounder
143,M Morkel (SA/World),https://www.espncricinfo.com/ci/content/player/46538.html,2007-2017,44,44,158.4,3,1191,47,4/17,25.34,7.5,20.2,2,0,"October 06, 1984, Vereeniging, Transvaal",39y 297d,Left hand Bat,Right arm Fast,Bowler
144,S Muniandy (MAS),https://www.espncricinfo.com/ci/content/player/633638.html,2019-2024,75,46,133.1,0,1131,47,4/13,24.06,8.49,17,3,0,15-Oct-95,28y 288d,Right hand Bat,Right arm Medium,Bowler
145,AJ Tye (AUS),https://www.espncricinfo.com/ci/content/player/459508.html,2016-2021,32,31,113.5,1,997,47,4/23,21.21,8.75,14.5,1,0,"December 12, 1986, Perth, Western Australia",37y 230d,Right hand Bat,Right arm Medium fast,Bowler
146,S Veerapathiran (BHR),https://www.espncricinfo.com/ci/content/player/1217274.html,2020-2024,43,42,129.3,1,1033,47,3/20,21.97,7.97,16.5,0,0,30-Apr-91,33y 90d,Right hand Bat,Right arm Medium,Allrounder
147,V Vijh (LUX),https://www.espncricinfo.com/ci/content/player/1198915.html,2019-2024,42,40,127.5,0,993,47,4/19,21.12,7.76,16.3,1,0,22-Oct-86,37y 281d,Left hand Bat,Right arm Medium fast,
148,SVE Bharathi (GER),https://www.espncricinfo.com/ci/content/player/1218731.html,2020-2023,37,37,125.5,2,672,46,4/6,14.6,5.34,16.4,1,0,10-Jul-93,31y 19d,Right hand Bat,Slow Left arm Orthodox,
149,Khawar Ali (OMA),https://www.espncricinfo.com/ci/content/player/585081.html,2015-2022,41,39,119.2,0,790,46,4/11,17.17,6.62,15.5,3,0,"December 20, 1985, Pakistan",38y 222d,Right hand Bat,Legbreak,Opening Batter
150,N Nipiko (VAN),https://www.espncricinfo.com/ci/content/player/420513.html,2019-2024,33,27,82,0,631,46,5/19,13.71,7.69,10.6,5,1,"September 21, 1995, Vanuatu",28y 312d,Right hand Bat,Right arm Medium,
151,Ravi Bishnoi (IND),https://www.espncricinfo.com/ci/content/player/1175441.html,2022-2024,31,31,120.4,2,872,46,4/13,18.95,7.22,15.7,2,0,"September 05, 2000, Jodhpur, Rajasthan",23y 328d,Right hand Bat,Legbreak Googly,Bowler
152,Sami Sohail (MWI),https://www.espncricinfo.com/ci/content/player/1163154.html,2019-2024,36,32,98.5,5,638,46,4/6,13.86,6.45,12.8,2,0,29-Jan-02,22y 182d,Right hand Bat,Right arm Medium,
153,Shoriful Islam (BAN),https://www.espncricinfo.com/ci/content/player/990039.html,2021-2024,41,40,136.5,1,1115,46,3/21,24.23,8.14,17.8,0,0,"June 03, 2001, Panchagor",23y 56d,Left hand Bat,Left arm Medium fast,Bowler
154,JJ Smit (NAM),https://www.espncricinfo.com/ci/content/player/553821.html,2019-2024,51,37,125.2,1,834,46,6/10,18.13,6.65,16.3,0,1,"November 10, 1995, keetmanshoop",28y 262d,Right hand Bat,Left arm Medium fast,Bowling Allrounder
155,M Theekshana (SL),https://www.espncricinfo.com/ci/content/player/1138316.html,2021-2024,51,51,191.2,0,1305,46,3/17,28.36,6.82,24.9,0,0,"August 01, 2000, Colombo",23y 363d,Right hand Bat,Right arm Offbreak,Bowler
156,Abdullah Akbarjan (Aut),https://www.espncricinfo.com/ci/content/player/1198877.html,2019-2024,35,34,109.4,2,714,45,4/11,15.86,6.51,14.6,2,0,1-Jan-90,34y 210d,Left hand Bat,Slow Left arm Orthodox,
157,P Aho (NGA),https://www.espncricinfo.com/ci/content/player/1155526.html,2021-2024,37,36,108,7,585,45,6/5,13,5.41,14.4,2,1,2-Mar-03,21y 149d,Right hand Bat,Right arm Medium fast,
158,Aqib Iqbal (Aut),https://www.espncricinfo.com/ci/content/player/1101783.html,2019-2024,43,42,147.1,4,941,45,5/5,20.91,6.39,19.6,0,1,22-Jul-97,27y 7d,Right hand Bat,Right arm Medium,
159,GJ Delany (IRE),https://www.espncricinfo.com/ci/content/player/1099379.html,2019-2024,75,58,164.2,1,1250,45,3/16,27.77,7.6,21.9,0,0,"April 28, 1997, Dublin",27y 92d,Right hand Bat,Legbreak Googly,Batting Allrounder
160,Fayyaz Butt (OMA),https://www.espncricinfo.com/ci/content/player/436749.html,2019-2024,44,44,138.4,1,1081,45,3/16,24.02,7.79,18.4,0,0,"August 17, 1993, Sialkot, Punjab",30y 347d,Right hand Bat,Right arm Medium fast,Bowler
161,Iqbal Hussain (QAT),https://www.espncricinfo.com/ci/content/player/307617.html,2019-2021,26,26,94,0,693,45,4/16,15.4,7.37,12.5,2,0,14-Jan-89,35y 197d,Right hand Bat,Right arm Medium,
162,AD Mathews (SL),https://www.espncricinfo.com/ci/content/player/49764.html,2009-2024,90,72,194.5,4,1389,45,3/16,30.86,7.12,25.9,0,0,"June 02, 1987, Colombo",37y 57d,Right hand Bat,Right arm Medium,Allrounder
163,KW Richardson (AUS),https://www.espncricinfo.com/ci/content/player/272262.html,2014-2023,36,36,126,0,1059,45,4/30,23.53,8.4,16.8,1,0,"February 12, 1991, Eudunda, South Australia",33y 168d,Right hand Bat,Right arm Fast medium,Bowler
164,Abdur Razzak (BAN),https://www.espncricinfo.com/ci/content/player/56283.html,2006-2014,34,33,121.4,4,838,44,4/16,19.04,6.88,16.5,1,0,"June 15, 1982, Khulna",42y 44d,Left hand Bat,Slow Left arm Orthodox,Bowler
165,Ahsan Malik (NED),https://www.espncricinfo.com/ci/content/player/518097.html,2012-2017,31,29,95.5,1,730,44,5/19,16.59,7.61,13,1,1,"August 29, 1989, Rotterdam",34y 335d,Right hand Bat,Right arm Medium fast,Bowler
166,JW Dernbach (ENG/ITA),https://www.espncricinfo.com/ci/content/player/12461.html,2011-2021,40,39,137.4,1,1170,44,4/22,26.59,8.49,18.7,1,0,"March 03, 1986, Johannesburg, South Africa",38y 148d,Right hand Bat,Right arm Fast medium,Bowler
167,D Heyliger (CAN),https://www.espncricinfo.com/ci/content/player/1061467.html,2019-2024,39,39,126.1,0,884,44,5/16,20.09,7,17.2,2,1,"October 21, 1989, Suddie, Essequibo, Guyana",34y 282d,Right hand Bat,Right arm Medium,Bowler
168,Janak Prakash (SGP),https://www.espncricinfo.com/ci/content/player/973799.html,2019-2023,40,40,137.2,1,1192,44,3/15,27.09,8.67,18.7,0,0,16-Aug-00,23y 348d,Right hand Bat,Right arm Medium,Allrounder
169,Saad Bin Zafar (CAN),https://www.espncricinfo.com/ci/content/player/359746.html,2019-2024,41,40,140,6,908,44,3/8,20.63,6.48,19,0,0,"November 10, 1986, Gujranwala, Punjab, Pakistan",37y 262d,Left hand Bat,Slow Left arm Orthodox,Allrounder
170,DJG Sammy (WI/World),https://www.espncricinfo.com/ci/content/player/53115.html,2007-2017,68,59,152.4,0,1116,44,5/26,25.36,7.31,20.8,1,1,"December 20, 1983, Micoud, St Lucia",40y 222d,Right hand Bat,Right arm Medium,Allrounder
171,Simi Singh (IRE),https://www.espncricinfo.com/ci/content/player/1005257.html,2018-2022,53,53,160.5,0,1225,44,3/9,27.84,7.61,21.9,0,0,"February 04, 1987, Bathlana, Punjab, India",37y 176d,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder
172,K Waiswa (UGA),https://www.espncricinfo.com/ci/content/player/928109.html,2020-2024,72,35,98,2,700,44,4/14,15.9,7.14,13.3,2,0,"November 11, 1998, Uganda",25y 261d,Right hand Bat,Right arm Medium,Allrounder
173,DS Airee (NEP),https://www.espncricinfo.com/ci/content/player/794707.html,2018-2024,67,42,120.1,3,725,43,4/18,16.86,6.03,16.7,2,0,24-Jan-00,24y 187d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Middle order Batter
174,Al-Amin Hossain (BAN),https://www.espncricinfo.com/ci/content/player/511532.html,2013-2020,31,29,102.2,0,730,43,3/20,16.97,7.13,14.2,0,0,"December 27, 1992, Jhenidah",31y 215d,Right hand Bat,Right arm Medium fast,Bowler
175,Mudassar Bukhari (NED),https://www.espncricinfo.com/ci/content/player/245166.html,2008-2016,38,35,117.2,4,780,43,4/7,18.13,6.64,16.3,3,0,"December 26, 1983, Gujrat, Punjab, Pakistan",40y 216d,Right hand Bat,Right arm Medium fast,Allrounder
176,FJ Klaassen (NED),https://www.espncricinfo.com/ci/content/player/1104703.html,2018-2024,39,38,134,0,1008,43,5/19,23.44,7.52,18.6,0,1,"November 13, 1992, Haywards Heath, Sussex",31y 259d,Right hand Bat,Left arm Fast medium,Bowler
177,GJ Maxwell (AUS),https://www.espncricinfo.com/ci/content/player/325026.html,2012-2024,113,75,163.1,0,1310,43,3/10,30.46,8.02,22.7,0,0,"October 14, 1988, Kew, Melbourne, Victoria",35y 289d,Right hand Bat,Right arm Offbreak,Batting Allrounder
178,KD Mills (NZ),https://www.espncricinfo.com/ci/content/player/37740.html,2005-2014,42,42,149.3,1,1228,43,3/26,28.55,8.21,20.8,0,0,"March 15, 1979, Auckland",45y 136d,Right hand Bat,Right arm Fast medium,Bowler
179,Sahir Naqash (GER),https://www.espncricinfo.com/ci/content/player/1183929.html,2019-2023,38,31,89.3,0,660,43,3/24,15.34,7.37,12.4,0,0,12-Jul-90,34y 17d,Right hand Bat,Right arm Medium,
180,Sayed Monib (KUW),https://www.espncricinfo.com/ci/content/player/1217359.html,2020-2024,38,35,108.2,0,955,43,4/16,22.2,8.81,15.1,1,0,8-Jun-92,32y 51d,Right hand Bat,Right arm Medium,Bowler
181,G Sesay (SLE),https://www.espncricinfo.com/ci/content/player/1283582.html,2021-2023,33,31,90.1,3,512,43,4/6,11.9,5.67,12.5,2,0,12-Dec-06,17y 230d,Right hand Bat,Right arm Medium,
182,Karim Janat (AFG),https://www.espncricinfo.com/ci/content/player/793467.html,2016-2024,66,49,139.1,0,1140,42,5/11,27.14,8.19,19.8,0,1,"August 11, 1998, Kabul",25y 353d,Right hand Bat,Right arm Medium,Bowling Allrounder
183,Mashrafe Mortaza (BAN),https://www.espncricinfo.com/ci/content/player/56007.html,2006-2017,54,53,189.5,1,1527,42,4/19,36.35,8.04,27.1,1,0,"October 05, 1983, Norail, Jessore",40y 298d,Right hand Bat,Right arm Fast medium,Bowler
184,Mohammad Saifuddin (BAN),https://www.espncricinfo.com/ci/content/player/629070.html,2017-2024,38,38,132.5,0,1158,42,4/33,27.57,8.71,18.9,1,0,"November 01, 1996, Feni, Chittagong",27y 271d,Left hand Bat,Right arm Medium fast,Bowling Allrounder
185,KA Pollard (WI),https://www.espncricinfo.com/ci/content/player/230559.html,2008-2022,101,63,142.4,0,1188,42,4/25,28.28,8.32,20.3,1,0,"May 12, 1987, Tacarigua, Trinidad",37y 78d,Right hand Bat,Right arm Medium,Batting Allrounder
186,Umar Adam (MDV),https://www.espncricinfo.com/ci/content/player/746439.html,2019-2024,38,35,114.2,1,913,42,3/17,21.73,7.98,16.3,0,0,8-Dec-97,26y 234d,Right hand Bat,Right arm Offbreak,
187,Washington Sundar (IND),https://www.espncricinfo.com/ci/content/player/719715.html,2017-2024,48,46,152.3,1,1061,42,3/15,25.26,6.95,21.7,0,0,"October 05, 1999, Chennai, Tamil Nadu",24y 298d,Left hand Bat,Right arm Offbreak,Bowling Allrounder
188,DG Blampied (JER),https://www.espncricinfo.com/ci/content/player/470893.html,2019-2024,42,40,114.5,1,792,41,4/20,19.31,6.89,16.8,1,0,10-Jul-96,28y 19d,Right hand Bat,Legbreak,
189,AC Evans (SCOT),https://www.espncricinfo.com/ci/content/player/399259.html,2015-2022,35,33,120,4,954,41,5/24,23.26,7.95,17.5,0,1,"January 12, 1989, Pembury, Kent",35y 199d,Right hand Bat,Right arm Medium fast,Bowler
190,MA Leask (SCOT),https://www.espncricinfo.com/ci/content/player/414966.html,2013-2024,64,49,125.3,0,983,41,3/11,23.97,7.83,18.3,0,0,"October 29, 1990, Aberdeen",33y 274d,Right hand Bat,Right arm Offbreak,Allrounder
191,WP Masakadza (ZIM),https://www.espncricinfo.com/ci/content/player/571703.html,2015-2024,53,52,157.4,1,1155,41,4/11,28.17,7.32,23,2,0,"October 04, 1993, Harare",30y 299d,Left hand Bat,Slow Left arm Orthodox,Bowler
192,P Mishra (BUL),https://www.espncricinfo.com/ci/content/player/514770.html,2019-2024,46,42,145.4,2,1107,41,5/16,27,7.59,21.3,0,1,9-Jan-79,45y 202d,Right hand Bat,Right arm Medium,
193,O Harvey (GHA),https://www.espncricinfo.com/ci/content/player/380561.html,2021-2024,37,36,126.1,3,692,41,5/36,16.87,5.48,18.4,0,1,"June 01, 1990, Ghana",34y 58d,Left hand Bat,Left arm Medium,
194,SA Okpe (NGA),https://www.espncricinfo.com/ci/content/player/1143139.html,2019-2024,45,39,100.5,4,572,41,5/9,13.95,5.67,14.7,0,1,7-Dec-00,23y 235d,Right hand Bat,Right arm Offbreak,
195,Riazat Ali Shah (UGA),https://www.espncricinfo.com/ci/content/player/1129565.html,2019-2024,61,45,126.4,0,872,41,4/12,21.26,6.88,18.5,2,0,"February 20, 1998, Gilgit, Pakistan",26y 160d,Right hand Bat,Right arm Medium,Batting Allrounder
196,KOK Williams (WI),https://www.espncricinfo.com/ci/content/player/450075.html,2016-2020,26,26,91.5,2,805,41,4/28,19.63,8.76,13.4,1,0,"January 17, 1990, Spring Village, St. Vincent and the Grenadines",34y 194d,Right hand Bat,Right arm Fast medium,Bowler
197,Amjad Mahboob (SGP),https://www.espncricinfo.com/ci/content/player/554068.html,2019-2023,30,30,101.4,1,843,40,3/20,21.07,8.29,15.2,0,0,"February 16, 1981, Lahore",43y 164d,Right hand Bat,Right arm Medium,Bowler
198,Bilal Muhammad (MLT),https://www.espncricinfo.com/ci/content/player/1268919.html,2021-2022,31,31,118.2,3,786,40,4/10,19.65,6.64,17.7,2,0,10-Apr-98,26y 110d,Right hand Bat,Left arm Medium,
199,Dawlat Zadran (AFG),https://www.espncricinfo.com/ci/content/player/516561.html,2012-2019,34,34,123.3,2,980,40,4/44,24.5,7.93,18.5,1,0,"March 19, 1988, Khost, Afghanistan",36y 132d,Right hand Bat,Right arm Fast medium,Bowler
200,Mahmudullah (BAN),https://www.espncricinfo.com/ci/content/player/56025.html,2007-2024,138,78,155.2,2,1094,40,3/10,27.35,7.04,23.3,0,0,"February 04, 1986, Mymensingh",38y 176d,Right hand Bat,Right arm Offbreak,Allrounder
201,EJB Miles (JER),https://www.espncricinfo.com/ci/content/player/526468.html,2019-2023,33,33,107,1,696,40,3/10,17.4,6.5,16,0,0,"June 26, 1997, Jersey",27y 33d,Right hand Bat,Slow Left arm Orthodox,
202,K Nassoro (TAN),https://www.espncricinfo.com/ci/content/player/296166.html,2021-2024,60,49,134.2,3,846,40,4/14,21.15,6.29,20.1,1,0,"May 13, 1988, Dar es Salaam, Tanzania",36y 77d,Right hand Bat,Right arm Offbreak,
203,R Shepherd (WI),https://www.espncricinfo.com/ci/content/player/677077.html,2020-2024,40,37,118.4,0,1192,40,4/31,29.8,10.04,17.8,1,0,"November 26, 1994, Guyana",29y 246d,Right hand Bat,Right arm Fast medium,Bowling Allrounder
204,Aqib Ilyas (OMA),https://www.espncricinfo.com/ci/content/player/940593.html,2015-2024,52,33,108,2,651,39,4/10,16.69,6.02,16.6,2,0,"September 05, 1992, Sialkot",31y 328d,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter
205,Fareed Ahmad (AFG),https://www.espncricinfo.com/ci/content/player/568136.html,2016-2024,30,29,90.3,0,764,39,3/14,19.58,8.44,13.9,0,0,"August 10, 1994, Nangarahar",29y 354d,Left hand Bat,Left arm Fast medium,Bowler
206,JDS Neesham (NZ),https://www.espncricinfo.com/ci/content/player/355269.html,2012-2024,79,53,118.3,0,1078,39,3/16,27.64,9.09,18.2,0,0,"September 17, 1990, Auckland",33y 316d,Left hand Bat,Right arm Medium fast,Batting Allrounder
207,MP Stoinis (AUS),https://www.espncricinfo.com/ci/content/player/325012.html,2015-2024,66,41,108.2,0,941,39,3/18,24.12,8.68,16.6,0,0,"August 16, 1989, Perth",34y 348d,Right hand Bat,Right arm Medium,Batting Allrounder
