Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Born,Age,Batting Style,Bowling Style,Playing Role,Height
A Kansonkho (MWI),https://www.espncricinfo.com/ci/content/player/1205882.html,2021-2023,7,3,1,22,20*,11,19,115.78,0,0,1,2,1,19-Jul-94,30y 10d,Right hand Bat,Right arm Medium,,
LD Madushanka (SL),https://www.espncricinfo.com/ci/content/player/428366.html,2019-2021,3,3,0,22,20,7.33,29,75.86,0,0,0,1,0,"September 12, 1992, Matale",31y 321d,Right hand Bat,Right arm Fast medium,Allrounder,
S Mahmood (ENG),https://www.espncricinfo.com/ci/content/player/643885.html,2019-2022,12,7,4,22,7*,7.33,28,78.57,0,0,1,2,0,"February 25, 1997, Birmingham, Warwickshire",27y 155d,Right hand Bat,Right arm Fast medium,Bowler,
D Marks (MLT),https://www.espncricinfo.com/ci/content/player/1178908.html,2019-2023,6,4,3,22,10,22,28,78.57,0,0,0,0,0,22-Aug-86,37y 342d,Right hand Bat,Right arm Fast,,
Mohammad Shamshad Khan (SLE),https://www.espncricinfo.com/ci/content/player/1286492.html,2022-2022,6,4,2,22,16*,11,16,137.5,0,0,2,3,1,15-Nov-89,34y 257d,Right hand Bat,Right arm Medium fast,,
M Morkel (SA/World),https://www.espncricinfo.com/ci/content/player/46538.html,2007-2017,44,8,5,22,8*,7.33,18,122.22,0,0,0,3,1,"October 06, 1984, Vereeniging, Transvaal",39y 297d,Left hand Bat,Right arm Fast,Bowler,
Fahim Bhatti (Belg),https://www.espncricinfo.com/ci/content/player/1101860.html,2022-2024,14,4,2,22,13*,11,30,73.33,0,0,0,1,1,15-Jun-87,37y 44d,Right hand Bat,Right arm Medium,,
DP Nannes (AUS/NED),https://www.espncricinfo.com/ci/content/player/6981.html,2009-2010,17,5,3,22,12*,11,18,122.22,0,0,0,1,1,"May 16, 1976, Mount Waverley, Melbourne, Victoria",48y 74d,Right hand Bat,Left arm Fast,Bowler,1.88 m
AR Puri (SGP),https://www.espncricinfo.com/ci/content/player/1321991.html,2022-2024,23,9,3,22,13*,3.66,40,55,0,0,2,1,1,20-Oct-03,20y 283d,Right hand Bat,Right arm Offbreak,Bowler,
AA Rahayu (INA),https://www.espncricinfo.com/ci/content/player/1409303.html,2023-2023,3,3,1,22,14*,11,23,95.65,0,0,1,2,1,24-Apr-00,24y 96d,Right hand Bat,Right arm Medium,,
FL Reifer (WI),https://www.espncricinfo.com/ci/content/player/52808.html,2009-2009,1,1,0,22,22,22,20,110,0,0,0,2,1,"July 23, 1972, Parish Land, Christ Church, Barbados",52y 6d,Left hand Bat,Right arm Medium,Batter,
Shahzeb Choudhry (SWE),https://www.espncricinfo.com/ci/content/player/1046653.html,2023-2023,5,4,1,22,11,7.33,32,68.75,0,0,1,2,0,11-Dec-82,41y 231d,,,,
Umair Ali (UAE),https://www.espncricinfo.com/ci/content/player/888455.html,2015-2015,3,3,2,22,13,22,18,122.22,0,0,0,2,1,"March 03, 1986, Karachi",38y 148d,Right hand Bat,Right arm Medium,Batter,
Virendra Kumar (ISR),https://www.espncricinfo.com/ci/content/player/1437338.html,2024-2024,4,4,2,22,8*,11,19,115.78,0,0,0,2,0,6-Aug-81,42y 358d,Right hand Bat,Right arm Medium,,
B White (IRE),https://www.espncricinfo.com/ci/content/player/928059.html,2021-2024,31,9,8,22,7*,22,45,48.88,0,0,0,1,0,"August 29, 1998, Dublin, Ireland",25y 335d,Right hand Bat,Legbreak,Bowler,
UT Yadav (IND),https://www.espncricinfo.com/ci/content/player/376116.html,2012-2022,9,2,1,22,20*,22,21,104.76,0,0,0,2,0,"October 25, 1987, Nagpur, Maharashtra",36y 278d,Right hand Bat,Right arm Fast,Bowler,
Z Abbasi (BOT),https://www.espncricinfo.com/ci/content/player/859403.html,2019-2022,4,4,0,21,16,5.25,18,116.66,0,0,1,2,1,22-Apr-87,37y 98d,Right hand Bat,Right arm Medium,,
SA Abbott (AUS),https://www.espncricinfo.com/ci/content/player/398666.html,2014-2024,15,6,2,21,12*,5.25,23,91.3,0,0,2,1,1,"February 29, 1992, Windsor, New South Wales",32y 151d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
Abdul Hai Muhammad (Belg),https://www.espncricinfo.com/ci/content/player/1437533.html,2024-2024,3,3,0,21,21,7,14,150,0,0,2,2,2,8-Nov-80,43y 264d,Left hand Bat,Slow Left arm Orthodox,,
SE Bond (NZ),https://www.espncricinfo.com/ci/content/player/36326.html,2005-2010,20,8,3,21,8*,4.2,21,100,0,0,2,2,0,"June 07, 1975, Christchurch, Canterbury",49y 52d,Right hand Bat,Right arm Fast,Bowler,
T Bukenya (UGA),https://www.espncricinfo.com/ci/content/player/928125.html,2020-2021,4,3,3,21,12*,-,18,116.66,0,0,0,0,2,"December 25, 2001, Uganda",22y 217d,Right hand Bat,Right arm Medium fast,Bowler,
BB Chari (ZIM),https://www.espncricinfo.com/ci/content/player/427178.html,2019-2019,3,3,0,21,19,7,31,67.74,0,0,1,4,0,14-Feb-92,32y 166d,Right hand Bat,Right arm Offbreak,Opening Batter,
MR Gillespie (NZ),https://www.espncricinfo.com/ci/content/player/37111.html,2006-2008,11,6,4,21,7,10.5,29,72.41,0,0,0,0,0,"October 17, 1979, Wanganui",44y 286d,Right hand Bat,Right arm Fast medium,Bowler,
J Grzinic (CRT),https://www.espncricinfo.com/ci/content/player/366592.html,2022-2024,7,5,2,21,8*,7,49,42.85,0,0,2,1,0,"January 27, 1975, Perth",49y 184d,Left hand Bat,Right arm Medium,,
E Hasahya (UGA),https://www.espncricinfo.com/ci/content/player/577335.html,2022-2022,5,5,0,21,9,4.2,28,75,0,0,0,3,0,"April 06, 1996, Jinja",28y 114d,Right hand Bat,Right arm Offbreak,,
Imam-ul-Haq (PAK),https://www.espncricinfo.com/ci/content/player/568276.html,2019-2019,2,2,0,21,14,10.5,25,84,0,0,0,2,0,"December 22, 1995, Lahore, Punjab",28y 220d,Left hand Bat,,Top order Batter,
Ishtiaq Ahmad (KSA),https://www.espncricinfo.com/ci/content/player/1284540.html,2021-2024,28,8,5,21,7,7,16,131.25,0,0,2,0,2,1-Nov-93,30y 271d,Right hand Bat,Right arm Medium fast,,
Kamran Shazad (UAE),https://www.espncricinfo.com/ci/content/player/623104.html,2014-2014,3,2,0,21,21,10.5,17,123.52,0,0,1,1,2,25-Aug-80,43y 339d,Right hand Bat,Right arm Medium fast,Bowler,
Karweng NG (PHI),https://www.espncricinfo.com/ci/content/player/1082755.html,2019-2019,4,3,0,21,14,7,30,70,0,0,0,0,1,21-Aug-81,42y 343d,Right hand Bat,,,
C Mahoney (Peru),https://www.espncricinfo.com/ci/content/player/1203173.html,2019-2019,3,1,0,21,21,21,27,77.77,0,0,0,1,0,6-Aug-81,42y 358d,Right hand Bat,Left arm Medium fast,,
Mohammad Sami (PAK),https://www.espncricinfo.com/ci/content/player/41324.html,2010-2016,13,4,3,21,8,21,30,70,0,0,0,2,0,"February 24, 1981, Karachi, Sind",43y 156d,Right hand Bat,Right arm Fast,Bowler,
E Ochieng (KENYA),https://www.espncricinfo.com/ci/content/player/576980.html,2019-2022,10,5,2,21,16*,7,24,87.5,0,0,2,1,1,"February 18, 1993, Kiambu",31y 162d,Right hand Bat,Right arm Medium,,
Qasim Akram (PAK),https://www.espncricinfo.com/ci/content/player/1185475.html,2023-2023,3,2,0,21,12,10.5,30,70,0,0,0,3,0,1-Dec-02,21y 241d,Right hand Bat,Right arm Offbreak,Allrounder,
Shahid Mahmood (BHR),https://www.espncricinfo.com/ci/content/player/1143531.html,2022-2022,13,4,3,21,17,21,26,80.76,0,0,0,0,2,15-Sep-89,34y 318d,Right hand Bat,Right arm Medium,,
SP Shalders (Chile),https://www.espncricinfo.com/ci/content/player/1403941.html,2023-2023,2,2,0,21,21,10.5,35,60,0,0,1,2,0,24-Dec-67,56y 218d,,,,
Shayan Jahangir (USA),https://www.espncricinfo.com/ci/content/player/647771.html,2024-2024,3,3,0,21,18,7,30,70,0,0,1,2,1,"December 24, 1994, Karachi",29y 218d,Right hand Bat,Right arm Medium fast,Batter,
Shoaib Akhtar (PAK),https://www.espncricinfo.com/ci/content/player/42655.html,2006-2010,15,6,3,21,8*,7,16,131.25,0,0,1,2,1,"August 13, 1975, Rawalpindi, Punjab",48y 351d,Right hand Bat,Right arm Fast,Bowler,
SJS Smith (SCOT),https://www.espncricinfo.com/ci/content/player/25483.html,2010-2012,5,4,1,21,9,7,40,52.5,0,0,1,1,0,"December 08, 1979, Ashington, Northumberland",44y 234d,Right hand Bat,,Wicketkeeper Batter,
DW Steyn (SA),https://www.espncricinfo.com/ci/content/player/47492.html,2007-2020,47,12,6,21,5*,3.5,26,80.76,0,0,2,2,0,"June 27, 1983, Phalaborwa",41y 32d,Right hand Bat,Right arm Fast,Bowler,
T Takada (JPN),https://www.espncricinfo.com/ci/content/player/934663.html,2023-2023,3,3,1,21,12*,10.5,19,110.52,0,0,0,2,0,"October 08, 1994, Osaka",29y 295d,Right hand Bat,Right arm Medium,,
P Zuze (MWI),https://www.espncricinfo.com/ci/content/player/1345178.html,2023-2024,8,5,2,21,11*,7,35,60,0,0,0,0,0,18-Sep-06,17y 315d,Right hand Bat,,,
JKC Ahir (PAN),https://www.espncricinfo.com/ci/content/player/1399355.html,2023-2023,3,2,0,20,13,10,50,40,0,0,0,1,0,6-Jul-01,23y 23d,Right hand Bat,Right arm Offbreak,,
Ainool Haqqiem (MAS),https://www.espncricinfo.com/ci/content/player/871315.html,2019-2019,4,2,1,20,12,20,20,100,0,0,0,1,0,27-Mar-00,24y 124d,Right hand Bat,,,
Baseer Khan (Aut),https://www.espncricinfo.com/ci/content/player/1435270.html,2024-2024,9,5,2,20,9,6.66,23,86.95,0,0,0,1,0,8-Aug-96,27y 356d,Right hand Bat,Right arm Medium,,
RL Bhudia (KENYA),https://www.espncricinfo.com/ci/content/player/24773.html,2007-2007,3,3,1,20,11*,10,20,100,0,0,1,0,2,"November 22, 1984, Bhuj, India",39y 250d,Right hand Bat,Right arm Medium,Bowler,
N Davidovic (CRT),https://www.espncricinfo.com/ci/content/player/523226.html,2022-2022,3,3,0,20,16,6.66,11,181.81,0,0,1,1,2,"June 29, 1990, Split",34y 30d,Right hand Bat,Right arm Medium,,
Fakhrul Mohon (PORT),https://www.espncricinfo.com/ci/content/player/1204636.html,2019-2022,8,4,2,20,12*,10,15,133.33,0,0,2,0,2,8-Oct-88,35y 295d,,,Bowler,
KK Flowers (Blz),https://www.espncricinfo.com/ci/content/player/590020.html,2019-2019,3,3,1,20,17,10,33,60.6,0,0,1,3,0,27-Feb-97,27y 153d,Right hand Bat,Right arm Medium,,
MS Graham (Bhm),https://www.espncricinfo.com/ci/content/player/52039.html,2021-2021,6,6,1,20,8,4,38,52.63,0,0,0,1,0,"September 27, 1978, Barbados",45y 306d,Right hand Bat,Right arm Medium,Allrounder,
Z Groenewald (NAM),https://www.espncricinfo.com/ci/content/player/446860.html,2019-2019,10,4,1,20,13,6.66,35,57.14,0,0,0,0,0,"June 08, 1993, Walvis Bay",31y 51d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
DL Hemp (BER),https://www.espncricinfo.com/ci/content/player/14153.html,2008-2008,2,2,0,20,20,10,32,62.5,0,0,1,2,1,"November 08, 1970, Hamilton, Bermuda",53y 264d,Left hand Bat,Right arm Medium,Opening Batter,6ft 1in
R Heyns (LUX),https://www.espncricinfo.com/ci/content/player/1230625.html,2020-2020,2,1,0,20,20,20,16,125,0,0,0,3,1,4-Aug-88,35y 360d,Right hand Bat,Right arm Medium fast,,
Humayun Kabir (SWE),https://www.espncricinfo.com/ci/content/player/1273276.html,2021-2021,3,3,1,20,11*,10,29,68.96,0,0,0,1,0,2-Oct-94,29y 301d,Right hand Bat,,,
Ihsanullah (AFG),https://www.espncricinfo.com/ci/content/player/703323.html,2022-2022,1,1,0,20,20,20,14,142.85,0,0,0,4,0,"December 28, 1997, Khost",26y 214d,Right hand Bat,,Top order Batter,
PK Langat (KENYA),https://www.espncricinfo.com/ci/content/player/578785.html,2021-2024,32,7,4,20,5,6.66,28,71.42,0,0,0,0,0,"October 19, 1993, Kericho, Kenya",30y 284d,Right hand Bat,Right arm Medium,Bowler,
ME Leoela (LES),https://www.espncricinfo.com/ci/content/player/1283106.html,2021-2024,12,10,5,20,7,4,44,45.45,0,0,2,0,0,1-Mar-02,22y 150d,Left hand Bat,,,
Manish Sharma (CAM),https://www.espncricinfo.com/ci/content/player/1349476.html,2023-2024,10,5,1,20,15,5,57,35.08,0,0,1,3,0,11-Jul-77,47y 18d,Right hand Bat,Right arm Offbreak,,
MF Manjate (MOZ),https://www.espncricinfo.com/ci/content/player/338987.html,2023-2023,3,3,0,20,12,6.66,40,50,0,0,1,3,0,18-Feb-96,28y 162d,Right hand Bat,,,
FJ Mpegna (CAM),https://www.espncricinfo.com/ci/content/player/1286497.html,2021-2022,7,7,3,20,8*,5,39,51.28,0,0,1,2,1,5-Jun-90,34y 54d,Right hand Bat,Right arm Medium fast,,
Naiem Bameri (Iran),https://www.espncricinfo.com/ci/content/player/492699.html,2020-2020,3,3,0,20,10,6.66,57,35.08,0,0,0,0,0,29-Apr-93,31y 91d,Right hand Bat,Right arm Medium fast,,
MJ North (AUS),https://www.espncricinfo.com/ci/content/player/6943.html,2009-2009,1,1,0,20,20,20,21,95.23,0,0,0,1,0,"July 28, 1979, Pakenham, Melbourne, Victoria",45y 1d,Left hand Bat,Right arm Offbreak,Middle order Batter,1.86 m
A Paul (EST),https://www.espncricinfo.com/ci/content/player/1325900.html,2022-2024,10,4,2,20,14*,10,24,83.33,0,0,1,1,0,23-Sep-95,28y 310d,Right hand Bat,Right arm Medium fast,,
Raaz Mohammad (FIN),https://www.espncricinfo.com/ci/content/player/403327.html,2021-2024,17,8,7,20,9*,20,27,74.07,0,0,1,1,0,5-Jan-92,32y 206d,Right hand Bat,Right arm Medium,,
Rubel Hossain (BAN),https://www.espncricinfo.com/ci/content/player/300619.html,2009-2021,28,15,10,20,8*,4,36,55.55,0,0,4,1,0,"January 01, 1990, Bagerhat, Khulna",34y 210d,Right hand Bat,Right arm Fast,Bowler,
JRMVB Sanjaya (SL),https://www.espncricinfo.com/ci/content/player/422092.html,2017-2017,8,5,2,20,6,6.66,18,111.11,0,0,0,3,0,"February 10, 1992, Colombo",32y 170d,Right hand Bat,Right arm Fast medium,Bowler,
S Sreesanth (IND),https://www.espncricinfo.com/ci/content/player/34274.html,2006-2008,10,3,2,20,19*,20,14,142.85,0,0,1,4,0,"February 06, 1983, Kothamangalam, Kerala",41y 174d,Right hand Bat,Right arm Fast medium,Bowler,
H Srinivasan (GER),https://www.espncricinfo.com/ci/content/player/1183926.html,2019-2021,8,3,1,20,15*,10,37,54.05,0,0,0,0,0,4-Sep-91,32y 329d,Right hand Bat,,,
JDF Vandersay (SL),https://www.espncricinfo.com/ci/content/player/370040.html,2015-2022,14,8,7,20,8*,20,20,100,0,0,0,3,0,"February 05, 1990, Wattala",34y 175d,Right hand Bat,Legbreak,Bowler,5ft 7in
C Waiswa (UGA),https://www.espncricinfo.com/ci/content/player/208245.html,2019-2021,10,2,1,20,14*,20,14,142.85,0,0,0,1,1,"December 29, 1987, Jinja",36y 213d,Left hand Bat,Left arm Medium,,
Abdul Rashid (Belg),https://www.espncricinfo.com/ci/content/player/1156424.html,2019-2021,2,2,0,19,10,9.5,36,52.77,0,0,0,0,1,"July 06, 1991, Qualay Nawar",33y 23d,Right hand Bat,,,
Areeb Quadir (FIN),https://www.espncricinfo.com/ci/content/player/1194054.html,2019-2024,5,4,0,19,14,4.75,33,57.57,0,0,0,0,0,1-Aug-98,25y 363d,Right hand Bat,,,
S Barediya (SWZ),https://www.espncricinfo.com/ci/content/player/1378456.html,2023-2023,2,2,0,19,17,9.5,25,76,0,0,0,2,0,9-Jan-93,31y 202d,Left hand Bat,Right arm Medium,,
Bilal Ahmed (SRB),https://www.espncricinfo.com/ci/content/player/1203883.html,2019-2019,1,1,0,19,19,19,28,67.85,0,0,0,1,1,23-Apr-93,31y 97d,Right hand Bat,Right arm Medium,,
CJ Dala (SA),https://www.espncricinfo.com/ci/content/player/545467.html,2018-2021,10,4,3,19,12*,19,28,67.85,0,0,0,1,0,"December 29, 1989, Lusaka, Zambia",34y 213d,Right hand Bat,Right arm Medium,Bowler,
P Danci (ROM),https://www.espncricinfo.com/ci/content/player/1198952.html,2019-2020,4,3,1,19,12,9.5,26,73.07,0,0,0,3,0,5-Jul-94,30y 24d,Right hand Bat,Right arm Offbreak,Middle order Batter,
Danish Jasnaik (BHR),https://www.espncricinfo.com/ci/content/player/1344833.html,2022-2022,9,5,1,19,11,4.75,26,73.07,0,0,0,1,0,23-Feb-90,34y 157d,Left hand Bat,Legbreak,,
ST Doheny (IRE),https://www.espncricinfo.com/ci/content/player/961401.html,2023-2023,3,3,0,19,15,6.33,21,90.47,0,0,0,2,0,20-Aug-98,25y 344d,Right hand Bat,,Opening Batter,
Fahad Tariq (UAE),https://www.espncricinfo.com/ci/content/player/943279.html,2016-2016,6,5,1,19,16,4.75,24,79.16,0,0,2,1,1,"January 13, 1990, Sharjah",34y 198d,Right hand Bat,Right arm Medium fast,Bowler,
AA Gajic (SRB),https://www.espncricinfo.com/ci/content/player/1323426.html,2022-2024,18,7,5,19,9,9.5,42,45.23,0,0,0,1,0,4-Jun-88,36y 55d,Right hand Bat,Right arm Medium fast,,
Imran Tahir (SA/World),https://www.espncricinfo.com/ci/content/player/40618.html,2013-2019,38,4,3,19,9*,19,18,105.55,0,0,0,1,1,"March 27, 1979, Lahore, Punjab",45y 124d,Right hand Bat,Legbreak Googly,Bowler,
Irfan Mir (Chile),https://www.espncricinfo.com/ci/content/player/1203236.html,2019-2019,4,3,2,19,18*,19,7,271.42,0,0,1,0,2,10-Jul-88,36y 19d,Right hand Bat,Left arm Medium,,
Junaid Sheikh (NOR),https://www.espncricinfo.com/ci/content/player/1101872.html,2019-2019,5,3,0,19,9,6.33,20,95,0,0,0,1,1,"December 29, 1999, Oslo",24y 213d,Right hand Bat,Right arm Fast medium,Allrounder,
R Khanyapa (LES),https://www.espncricinfo.com/ci/content/player/1426386.html,2024-2024,5,3,1,19,14,9.5,21,90.47,0,0,0,1,1,29-Apr-95,29y 91d,Right hand Bat,,,
HGJM Kulatunga (SL),https://www.espncricinfo.com/ci/content/player/49394.html,2008-2008,2,2,0,19,11,9.5,38,50,0,0,0,0,0,"November 02, 1973, Kurunegala",50y 270d,Right hand Bat,Right arm Medium,Allrounder,5ft 11in
CJ McKay (AUS),https://www.espncricinfo.com/ci/content/player/6903.html,2010-2013,6,4,2,19,7,9.5,22,86.36,0,0,1,1,1,"February 20, 1983, Melbourne, Victoria",41y 160d,Right hand Bat,Right arm Fast medium,Bowler,1.94 m
DA Mehta (TAN),https://www.espncricinfo.com/ci/content/player/1155545.html,2022-2023,4,2,0,19,12,9.5,19,100,0,0,0,1,1,21-Apr-03,21y 99d,Right hand Bat,Right arm Offbreak,,
KP Meiyappan (UAE),https://www.espncricinfo.com/ci/content/player/1058987.html,2021-2023,15,6,4,19,12,9.5,23,82.6,0,0,0,2,0,"October 08, 2000, Chennai, India",23y 295d,Right hand Bat,Legbreak,Bowler,
Mohammad Ahsan (KUW),https://www.espncricinfo.com/ci/content/player/362686.html,2019-2019,6,3,0,19,8,6.33,20,95,0,0,0,0,1,19-Jul-80,44y 10d,Right hand Bat,Right arm Medium,,
Muktar Ali (BAN),https://www.espncricinfo.com/ci/content/player/269332.html,2016-2016,1,1,1,19,19*,-,15,126.66,0,0,0,1,1,"October 10, 1989, Rajshahi",34y 293d,Right hand Bat,Right arm Medium fast,Allrounder,
AM Phangiso (SA),https://www.espncricinfo.com/ci/content/player/46942.html,2012-2018,16,3,0,19,13,6.33,29,65.51,0,0,0,1,0,"January 21, 1984, Garankuwa",40y 190d,Right hand Bat,Slow Left arm Orthodox,Bowler,
RLB Rambukwella (SL),https://www.espncricinfo.com/ci/content/player/394871.html,2013-2016,2,1,0,19,19,19,16,118.75,0,0,0,1,1,"September 08, 1991, Kandy",32y 325d,Left hand Bat,Right arm Offbreak,Opening Batter,6ft 3in
RM Scott (USA),https://www.espncricinfo.com/ci/content/player/1294028.html,2021-2021,2,2,0,19,11,9.5,19,100,0,0,0,3,0,"September 25, 1995, Kingston, Jamaica",28y 308d,Left hand Bat,,,
CB Sole (SCOT),https://www.espncricinfo.com/ci/content/player/671823.html,2017-2024,15,5,4,19,6,19,17,111.76,0,0,0,2,0,27-Feb-94,30y 153d,Right hand Bat,Right arm Fast medium,Bowler,
M Stanikzai (SUI),https://www.espncricinfo.com/ci/content/player/1442102.html,2024-2024,3,3,1,19,14*,9.5,20,95,0,0,0,1,1,1-Jan-01,23y 210d,Right hand Bat,Right arm Medium,,
Sufyan Mehmood (OMA),https://www.espncricinfo.com/ci/content/player/402066.html,2015-2022,5,2,1,19,13*,19,41,46.34,0,0,0,2,0,"October 21, 1991, Muscat, Oman",32y 282d,Left hand Bat,Right arm Medium,Bowler,
VL Mukesh (SEY),https://www.espncricinfo.com/ci/content/player/585541.html,2021-2022,8,5,0,19,9,3.8,22,86.36,0,0,2,2,1,3-Oct-83,40y 300d,Right hand Bat,Right arm Medium,Bowler,
KOK Williams (WI),https://www.espncricinfo.com/ci/content/player/450075.html,2016-2020,26,7,4,19,13*,6.33,17,111.76,0,0,1,1,1,"January 17, 1990, Spring Village, St. Vincent and the Grenadines",34y 194d,Right hand Bat,Right arm Fast medium,Bowler,
N Yordanov (BUL),https://www.espncricinfo.com/ci/content/player/1203900.html,2019-2019,2,2,1,19,19*,19,11,172.72,0,0,1,0,2,18-Sep-98,25y 315d,Right hand Bat,Right arm Medium,,
Ahmad Khalid Ahmadzai (Belg),https://www.espncricinfo.com/ci/content/player/1318866.html,2022-2024,6,5,1,18,13,4.5,19,94.73,0,0,1,0,2,31-Dec-93,30y 211d,Right hand Bat,Right arm Medium,,
KS Airee (NEP),https://www.espncricinfo.com/ci/content/player/1072482.html,2021-2022,10,3,0,18,13,6,18,100,0,0,0,1,1,19-Dec-00,23y 223d,Right hand Bat,Right arm Medium,Bowler,
Atif-Ur-Rehman (KSA),https://www.espncricinfo.com/ci/content/player/1344838.html,2022-2024,19,7,5,18,6*,9,21,85.71,0,0,1,0,0,12-Jan-82,42y 199d,Right hand Bat,Right arm Medium,,
T Brown (Bhm),https://www.espncricinfo.com/ci/content/player/364120.html,2023-2023,4,4,0,18,8,4.5,57,31.57,0,0,1,0,0,"August 30, 1994, Bahamas",29y 334d,,,,
SS Cottrell (WI),https://www.espncricinfo.com/ci/content/player/495551.html,2014-2023,45,10,6,18,4*,4.5,29,62.06,0,0,1,2,0,"August 19, 1989, Jamaica",34y 345d,Right hand Bat,Left arm Fast medium,Bowler,
LHD Dilhara (SL),https://www.espncricinfo.com/ci/content/player/48487.html,2008-2008,2,1,1,18,18*,-,9,200,0,0,0,0,1,"July 03, 1980, Colombo",44y 26d,Right hand Bat,Right arm Fast medium,,
XJ Doherty (AUS),https://www.espncricinfo.com/ci/content/player/5017.html,2012-2013,11,4,3,18,9*,18,17,105.88,0,0,0,1,0,"November 22, 1982, Scottsdale, Tasmania",41y 250d,Left hand Bat,Slow Left arm Orthodox,Bowler,1.78 m
E Haven (Bhm),https://www.espncricinfo.com/ci/content/player/1287095.html,2021-2022,8,6,1,18,6,3.6,72,25,0,0,1,0,0,1-Jan-75,49y 210d,Right hand Bat,,Middle order Batter,
BE Hendricks (SA),https://www.espncricinfo.com/ci/content/player/379927.html,2014-2021,19,5,2,18,12*,6,23,78.26,0,0,1,0,1,"June 08, 1990, Louis Leipoldt Hospital, Bellville, Cape Town",34y 51d,Left hand Bat,Left arm Fast medium,Bowler,
Ibrahim Rahimi (NOR),https://www.espncricinfo.com/ci/content/player/1325907.html,2022-2024,5,3,0,18,13,6,16,112.5,0,0,1,1,1,8-Nov-01,22y 264d,Right hand Bat,Right arm Medium fast,,
Abduljabar Jabarkhail (Belg),https://www.espncricinfo.com/ci/content/player/1435272.html,2024-2024,6,2,0,18,18,9,12,150,0,0,1,3,0,16-Oct-01,22y 287d,Right hand Bat,Right arm Medium,,
CJPF Kalugamage (ITA),https://www.espncricinfo.com/ci/content/player/1118836.html,2022-2024,12,4,2,18,6*,9,23,78.26,0,0,0,1,0,16-Jun-91,33y 43d,Right hand Bat,Right arm Offbreak,,
I Katzarski (BUL),https://www.espncricinfo.com/ci/content/player/514768.html,2019-2022,18,7,1,18,5,3,42,42.85,0,0,1,0,0,11-Jul-81,43y 18d,Right hand Bat,Right arm Medium,,
Khurram Chohan (CAN),https://www.espncricinfo.com/ci/content/player/41224.html,2010-2010,4,4,2,18,8,9,14,128.57,0,0,0,1,1,"February 22, 1980, Lahore, Punjab",44y 158d,Right hand Bat,Right arm Fast medium,Bowler,
SW Masakadza (ZIM),https://www.espncricinfo.com/ci/content/player/343529.html,2010-2013,7,5,1,18,9,4.5,24,75,0,0,1,1,0,"September 04, 1986, Harare",37y 329d,Right hand Bat,Right arm Fast medium,Bowler,
LF Mavume (MOZ),https://www.espncricinfo.com/ci/content/player/1347291.html,2022-2023,7,3,2,18,8*,18,43,41.86,0,0,0,0,0,1-Jun-05,19y 58d,Right hand Bat,Right arm Medium fast,,
Nauman Anwar (PAK),https://www.espncricinfo.com/ci/content/player/788879.html,2015-2015,1,1,0,18,18,18,10,180,0,0,0,2,1,"October 12, 1995, Gujranwala, Punjab",28y 291d,Right hand Bat,Right arm Medium fast,Opening Batter,
