Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,Born,Age,Batting Style,Bowling Style,Playing Role,Height
EJ Chatfield (NZ),https://www.espncricinfo.com/ci/content/player/36603.html,1979-1989,114,48,37,118,19*,10.72,346,34.1,0,0,6,"July 03, 1950, Dannevirke, Manawatu",74y 26d,Right hand Bat,Right arm Medium fast,Bowler,
DBL Powell (WI),https://www.espncricinfo.com/ci/content/player/52790.html,2002-2009,55,25,3,118,48*,5.36,164,71.95,0,0,8,"April 15, 1978, Jamaica",46y 105d,Right hand Bat,Right arm Fast medium,Bowler,
JN Snape (ENG),https://www.espncricinfo.com/ci/content/player/20278.html,2001-2002,10,7,3,118,38,29.5,173,68.2,0,0,0,"April 27, 1973, Stoke-on-Trent, Staffordshire",51y 93d,Right hand Bat,Right arm Offbreak,Bowler,5ft 8in
V Yadav (IND),https://www.espncricinfo.com/ci/content/player/36069.html,1992-1994,19,12,2,118,34*,11.8,116,101.72,0,0,2,"March 14, 1967, Gonda, Uttar Pradesh",57y 137d,Right hand Bat,,,
DH Brain (ZIM),https://www.espncricinfo.com/ci/content/player/55265.html,1992-1995,23,18,4,117,27,8.35,171,68.42,0,0,2,"October 04, 1964, Salisbury (now Harare)",59y 299d,Right hand Bat,Left arm Fast medium,Bowler,
L Gregory (ENG),https://www.espncricinfo.com/ci/content/player/362201.html,2021-2021,3,2,0,117,77,58.5,116,100.86,0,1,0,"May 24, 1992, Plymouth",32y 66d,Right hand Bat,Right arm Medium fast,Allrounder,
MC Henriques (AUS),https://www.espncricinfo.com/ci/content/player/5961.html,2009-2021,16,15,2,117,22,9,192,60.93,0,0,0,"February 01, 1987, Funchal, Portugal",37y 179d,Right hand Bat,Right arm Fast medium,Allrounder,1.87 m
NB Mahwire (ZIM),https://www.espncricinfo.com/ci/content/player/55628.html,2004-2006,23,19,8,117,22*,10.63,249,46.98,0,0,2,"July 31, 1982, Bikita, Masvingo",41y 364d,Right hand Bat,Right arm Fast medium,Bowler,
CAK Rajitha (SL),https://www.espncricinfo.com/ci/content/player/499594.html,2018-2023,34,19,7,117,33,9.75,184,63.58,0,0,4,"June 01, 1993, Matara",31y 58d,Right hand Bat,Right arm Medium fast,Bowler,
FL Reifer (WI),https://www.espncricinfo.com/ci/content/player/52808.html,1997-2009,8,8,0,117,40,14.62,229,51.09,0,0,0,"July 23, 1972, Parish Land, Christ Church, Barbados",52y 6d,Left hand Bat,Right arm Medium,Batter,
Arshad Ayub (IND),https://www.espncricinfo.com/ci/content/player/26290.html,1987-1990,32,17,7,116,31*,11.6,162,71.6,0,0,1,"August 02, 1958, Hyderabad, Andhra Pradesh",65y 362d,Right hand Bat,Right arm Offbreak,Bowler,
Azam Khan (PAK),https://www.espncricinfo.com/ci/content/player/39020.html,1996-1998,6,5,0,116,72,23.2,177,65.53,0,1,0,"March 01, 1969, Karachi, Sind",55y 150d,Right hand Bat,,,
PH Edmonds (ENG),https://www.espncricinfo.com/ci/content/player/12486.html,1977-1987,29,18,7,116,20,10.54,232,50,0,0,3,"March 08, 1951, Lusaka, Northern Rhodesia",73y 143d,Right hand Bat,Slow Left arm Orthodox,Bowler,6ft 2in
Hamza Tariq (CAN),https://www.espncricinfo.com/ci/content/player/414397.html,2011-2014,7,7,0,116,71,16.57,157,73.88,0,1,2,"July 21, 1990, Karachi, Sind",34y 8d,Right hand Bat,,Wicketkeeper,
Tauseef Ahmed (PAK),https://www.espncricinfo.com/ci/content/player/43277.html,1982-1990,70,25,14,116,27*,10.54,216,53.7,0,0,3,"May 10, 1958, Karachi, Sind",66y 80d,Right hand Bat,Right arm Offbreak,Bowler,
RD Gaikwad (IND),https://www.espncricinfo.com/ci/content/player/1060380.html,2022-2023,6,6,0,115,71,19.16,157,73.24,0,1,0,"January 31, 1997, Pune, Maharashtra",27y 180d,Right hand Bat,Right arm Offbreak,Batter,
GK Khoda (IND),https://www.espncricinfo.com/ci/content/player/30107.html,1998-1998,2,2,0,115,89,57.5,185,62.16,0,1,0,"October 24, 1974, Barmer, Rajasthan",49y 279d,Right hand Bat,,Batter,
GD McGrath (AUS/ICC),https://www.espncricinfo.com/ci/content/player/6565.html,1993-2007,250,68,38,115,11,3.83,236,48.72,0,0,14,"February 09, 1970, Dubbo, New South Wales",54y 171d,Right hand Bat,Right arm Fast medium,Bowler,1.95 m
MA Carberry (ENG),https://www.espncricinfo.com/ci/content/player/10656.html,2013-2014,6,6,0,114,63,19,180,63.33,0,1,0,"September 29, 1980, Croydon, Surrey",43y 304d,Left hand Bat,Right arm Offbreak,Opening Batter,5ft 11in
C Carter (HKG),https://www.espncricinfo.com/ci/content/player/919493.html,2015-2018,11,9,0,114,43,12.66,186,61.29,0,0,0,"September 09, 1997, Hong Kong",26y 324d,Right hand Bat,,Wicketkeeper Batter,
GR Dilley (ENG),https://www.espncricinfo.com/ci/content/player/11893.html,1979-1988,36,18,8,114,31*,11.4,133,85.71,0,0,2,"May 18, 1959, Dartford, Kent",,Left hand Bat,Right arm Fast,Bowler,6ft 4in
FM Engineer (IND),https://www.espncricinfo.com/ci/content/player/28624.html,1974-1975,5,4,1,114,54*,38,195,58.46,0,1,0,"February 25, 1938, Bombay (now Mumbai), Maharashtra",86y 155d,Right hand Bat,Legbreak,Wicketkeeper Batter,
KD Ghavri (IND),https://www.espncricinfo.com/ci/content/player/28813.html,1975-1981,19,16,6,114,20,11.4,194,58.76,0,0,1,"February 28, 1951, Rajkot, Gujarat",73y 152d,Left hand Bat,Left arm Medium,Allrounder,
MO Jones (BER),https://www.espncricinfo.com/ci/content/player/257574.html,2006-2007,12,12,2,113,27,11.3,149,75.83,0,0,1,"June 26, 1989, Bermuda",35y 33d,Right hand Bat,Right arm Medium fast,Allrounder,
DL Maddy (ENG),https://www.espncricinfo.com/ci/content/player/16876.html,1998-2000,8,6,0,113,53,18.83,206,54.85,0,1,1,"May 23, 1974, Leicester",50y 67d,Right hand Bat,Right arm Medium,Allrounder,
Naved Anjum (PAK),https://www.espncricinfo.com/ci/content/player/42062.html,1984-1992,13,12,3,113,30,12.55,154,73.37,0,0,1,"July 27, 1963, Lahore, Punjab",61y 2d,Right hand Bat,Right arm Fast medium,,
MJ Cosgrove (AUS),https://www.espncricinfo.com/ci/content/player/4818.html,2006-2006,3,3,0,112,74,37.33,116,96.55,0,1,0,"June 14, 1984, Elizabeth, Adelaide, South Australia",40y 45d,Left hand Bat,Right arm Medium,Top order Batter,1.75 m
Haseeb Amjad (HKG),https://www.espncricinfo.com/ci/content/player/539305.html,2014-2016,7,6,1,112,42,22.4,85,131.76,0,0,1,"November 11, 1987, Rawalpindi",36y 261d,Right hand Bat,Right arm Medium fast,Bowler,
DP Hyatt (WI),https://www.espncricinfo.com/ci/content/player/52197.html,2011-2011,9,9,1,112,39,14,188,59.57,0,0,1,"March 17, 1983, St Catherine, Jamaica",41y 134d,Right hand Bat,Right arm Medium,Allrounder,
Hasan Jamil (PAK),https://www.espncricinfo.com/ci/content/player/40376.html,1977-1978,6,5,0,111,28,22.2,120,92.5,0,0,0,"July 25, 1952, Karachi, Sind",,Left hand Bat,Left arm Medium fast,,
RDM Leverock (BER),https://www.espncricinfo.com/ci/content/player/23742.html,2006-2009,32,19,9,111,20*,11.1,382,29.05,0,0,1,"July 14, 1971, Bermuda",53y 15d,Right hand Bat,Slow Left arm Orthodox,Bowler,
JDF Vandersay (SL),https://www.espncricinfo.com/ci/content/player/370040.html,2015-2024,22,14,4,111,25,11.1,233,47.63,0,0,2,"February 05, 1990, Wattala",34y 175d,Right hand Bat,Legbreak,Bowler,5ft 7in
RD Brown (ZIM),https://www.espncricinfo.com/ci/content/player/55275.html,1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0,"March 11, 1951, Gatooma (now Kadoma), Mashonaland",73y 140d,Right hand Bat,Right arm Medium,,
Rashid Khan (PAK),https://www.espncricinfo.com/ci/content/player/42421.html,1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0,"December 15, 1959, Karachi, Sind",64y 227d,Right hand Bat,Right arm Fast medium,Bowler,
Taijul Islam (BAN),https://www.espncricinfo.com/ci/content/player/401057.html,2014-2024,20,12,1,110,39*,10,174,63.21,0,0,1,"February 07, 1992, Natore",32y 173d,Left hand Bat,Slow Left arm Orthodox,Bowler,
MG Burmester (ZIM),https://www.espncricinfo.com/ci/content/player/55279.html,1992-1995,8,7,1,109,39,18.16,207,52.65,0,0,0,"January 24, 1968, Durban, Natal, South Africa",56y 187d,Right hand Bat,Right arm Medium,Allrounder,
CL Smith (ENG),https://www.espncricinfo.com/ci/content/player/20233.html,1984-1984,4,4,0,109,70,27.25,240,45.41,0,1,0,"October 15, 1958, Durban, Natal, South Africa",65y 288d,Right hand Bat,Right arm Offbreak,,
MJ McClenaghan (NZ),https://www.espncricinfo.com/ci/content/player/319439.html,2013-2016,48,14,10,108,34*,27,138,78.26,0,0,0,"June 11, 1986, Hastings, Hawke's Bay",38y 48d,Left hand Bat,Left arm Fast medium,Bowler,
SS McKechnie (HKG),https://www.espncricinfo.com/ci/content/player/459752.html,2017-2018,8,8,1,108,29,15.42,193,55.95,0,0,2,"August 06, 1991, Salford, Manchester, Lancashire",32y 358d,Right hand Bat,,Wicketkeeper Batter,
R Murray (ZIM),https://www.espncricinfo.com/ci/content/player/696139.html,2018-2018,5,5,1,108,47,27,178,60.67,0,0,0,30-Mar-98,26y 121d,Right hand Bat,Right arm Offbreak,Wicketkeeper,
MM English (SCOT),https://www.espncricinfo.com/ci/content/player/470900.html,2024-2024,1,1,0,107,107,107,122,87.7,1,0,0,"May 02, 1995, Paisley",29y 88d,Right hand Bat,Right arm Medium,Top order Batter,
Hamid Hassan (AFG),https://www.espncricinfo.com/ci/content/player/311427.html,2009-2019,38,22,6,107,17,6.68,195,54.87,0,0,4,"June 01, 1987, Nangarhar",37y 58d,Right hand Bat,Right arm Fast,Bowler,
SJ Rhodes (ENG),https://www.espncricinfo.com/ci/content/player/19374.html,1989-1995,9,8,2,107,56,17.83,150,71.33,0,1,0,"June 17, 1964, Dirk Hill, Bradford, Yorkshire",60y 42d,Right hand Bat,,,
NA Saini (IND),https://www.espncricinfo.com/ci/content/player/700167.html,2019-2021,8,5,3,107,45,53.5,137,78.1,0,0,0,"November 23, 1992, Karnal, Haryana",31y 249d,Right hand Bat,Right arm Fast,Bowler,
G Cook (ENG),https://www.espncricinfo.com/ci/content/player/10793.html,1981-1983,6,6,0,106,32,17.66,261,40.61,0,0,0,"October 09, 1951, Middlesbrough, Yorkshire",72y 294d,Right hand Bat,Slow Left arm Orthodox,,6ft
CR Foggo (BER),https://www.espncricinfo.com/ci/content/player/23700.html,2008-2008,4,4,0,106,60,26.5,174,60.91,0,1,0,"May 07, 1982, Hamilton, Bermuda",42y 83d,Right hand Bat,,Batter,
SR Hain (ENG),https://www.espncricinfo.com/ci/content/player/555850.html,2023-2023,2,2,0,106,89,53,100,106,0,1,0,"July 16, 1995, Hong Kong",29y 13d,Right hand Bat,Right arm Offbreak,Middle order Batter,
KO Meth (ZIM),https://www.espncricinfo.com/ci/content/player/232443.html,2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2,"February 08, 1988, Bulawayo",36y 172d,Right hand Bat,Right arm Medium fast,Allrounder,
Faruk Ahmed (BAN),https://www.espncricinfo.com/ci/content/player/55885.html,1988-1999,7,7,0,105,57,15,273,38.46,0,1,1,"March 03, 1966, Dacca (now Dhaka, Bangladesh), Pakistan",58y 148d,Right hand Bat,Right arm Offbreak,,
RK Kleinveldt (SA),https://www.espncricinfo.com/ci/content/player/45949.html,2013-2013,10,7,0,105,43,15,124,84.67,0,0,1,"March 15, 1983, Cape Town, Cape Province",41y 136d,Right hand Bat,Right arm Fast medium,Bowler,
TJ Laughlin (AUS),https://www.espncricinfo.com/ci/content/player/6261.html,1978-1979,6,5,1,105,74,26.25,160,65.62,0,1,0,"January 30, 1951, Nyah West, Victoria",73y 181d,Left hand Bat,Right arm Medium,,
PM Toohey (AUS),https://www.espncricinfo.com/ci/content/player/7959.html,1978-1979,5,4,2,105,54*,52.5,133,78.94,0,1,0,"April 20, 1954, Blayney, New South Wales",70y 100d,Right hand Bat,,,
CD Collymore (WI),https://www.espncricinfo.com/ci/content/player/51481.html,1999-2007,84,35,17,104,13*,5.77,261,39.84,0,0,8,"December 21, 1977, Boscobelle, St Peter, Barbados",46y 221d,Right hand Bat,Right arm Fast medium,Bowler,
D Elgar (SA),https://www.espncricinfo.com/ci/content/player/230852.html,2012-2018,8,7,1,104,42,17.33,177,58.75,0,0,0,"June 11, 1987, Welkom, Orange Free State",37y 48d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,
BP Nash (WI),https://www.espncricinfo.com/ci/content/player/6950.html,2008-2009,9,7,3,104,39*,26,141,73.75,0,0,0,"December 14, 1977, Attadale, Western Australia",46y 228d,Left hand Bat,Left arm Medium,Middle order Batter,1.73 m
RP Singh (IND),https://www.espncricinfo.com/ci/content/player/35280.html,2005-2011,58,20,10,104,23,10.4,242,42.97,0,0,3,"December 06, 1985, Rae Bareli, Uttar Pradesh",38y 236d,Right hand Bat,Left arm Fast medium,Bowler,
Junaid Siddique (UAE),https://www.espncricinfo.com/ci/content/player/1203754.html,2019-2024,46,31,11,103,16*,5.15,171,60.23,0,0,8,"December 06, 1992, Multan, Pakistan",31y 236d,Right hand Bat,Right arm Medium fast,Bowler,
MW Priest (NZ),https://www.espncricinfo.com/ci/content/player/38132.html,1990-1998,18,14,4,103,24,10.3,225,45.77,0,0,2,"August 12, 1961, Greymouth, West Coast",62y 352d,Left hand Bat,Slow Left arm Orthodox,,
JW Wilson (NZ),https://www.espncricinfo.com/ci/content/player/38751.html,1993-2005,6,6,1,103,44*,20.6,112,91.96,0,0,1,"October 24, 1973, Invercargill, Southland",50y 279d,Right hand Bat,Right arm Fast medium,,
Ehsan Khan (HKG),https://www.espncricinfo.com/ci/content/player/40082.html,2016-2018,15,12,3,102,27*,11.33,228,44.73,0,0,2,27-Dec-84,39y 215d,Right hand Bat,Right arm Offbreak,Bowler,
Waqas Barkat (HKG),https://www.espncricinfo.com/ci/content/player/350632.html,2014-2018,10,10,2,102,27,12.75,184,55.43,0,0,3,"February 17, 1990, Rawalpindi, Punjab, Pakistan",34y 163d,Right hand Bat,Legbreak,Wicketkeeper Batter,
Yasir Ali (BAN),https://www.espncricinfo.com/ci/content/player/629059.html,2022-2023,9,7,0,102,50,14.57,114,89.47,0,1,1,"June 03, 1996, Chittagong",28y 56d,Right hand Bat,Right arm Offbreak,Middle order Batter,
Arshad Laeeq (UAE),https://www.espncricinfo.com/ci/content/player/25532.html,1994-1996,6,6,1,101,43*,20.2,215,46.97,0,0,1,"November 28, 1970, Karachi, Sind, Pakistan",53y 244d,Right hand Bat,Right arm Fast medium,,
XJ Doherty (AUS),https://www.espncricinfo.com/ci/content/player/5017.html,2010-2015,60,23,16,101,15*,14.42,184,54.89,0,0,2,"November 22, 1982, Scottsdale, Tasmania",41y 250d,Left hand Bat,Slow Left arm Orthodox,Bowler,1.78 m
ERNS Fernando (SL),https://www.espncricinfo.com/ci/content/player/48803.html,1983-1983,7,5,0,101,36,20.2,216,46.75,0,0,2,"December 19, 1955, Colombo",68y 223d,Right hand Bat,,,
RO Hinds (WI),https://www.espncricinfo.com/ci/content/player/52055.html,2001-2004,14,9,3,101,18*,16.83,170,59.41,0,0,0,"February 17, 1981, Holders Hill, St James, Barbados",43y 163d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
WR James (ZIM),https://www.espncricinfo.com/ci/content/player/55524.html,1992-1996,11,8,1,101,29,14.42,255,39.6,0,0,1,"August 27, 1965, Bulawayo",58y 337d,Right hand Bat,,,
TA Lloyd (ENG),https://www.espncricinfo.com/ci/content/player/16322.html,1984-1984,3,3,0,101,49,33.66,228,44.29,0,0,0,"November 05, 1956, Oswestry, Shropshire",67y 267d,Left hand Bat,Right arm Medium,,6ft
Tabarak Dar (HKG),https://www.espncricinfo.com/ci/content/player/24139.html,2004-2008,4,4,0,101,36,25.25,175,57.71,0,0,0,"May 03, 1976, Mirpur (Aaza Kashmir), Pakistan",48y 87d,Right hand Bat,Right arm Medium,Batter,
GB Troup (NZ),https://www.espncricinfo.com/ci/content/player/38617.html,1976-1985,22,12,8,101,39,25.25,140,72.14,0,0,0,"October 03, 1952, Taumarunui, Wanganui",71y 300d,Right hand Bat,Left arm Fast medium,Bowler,
S Amarnath (IND),https://www.espncricinfo.com/ci/content/player/26226.html,1978-1978,3,3,0,100,62,33.33,119,84.03,0,1,0,"December 30, 1948, Kanpur, Uttar Pradesh",75y 212d,Left hand Bat,Right arm Medium,,
S Elworthy (SA),https://www.espncricinfo.com/ci/content/player/44960.html,1998-2002,39,16,8,100,23,12.5,160,62.5,0,0,3,"February 23, 1965, Bulawayo, Rhodesia",59y 157d,Right hand Bat,Right arm Fast medium,Bowler,
AC Evans (SCOT),https://www.espncricinfo.com/ci/content/player/399259.html,2009-2023,42,19,8,100,28,9.09,157,63.69,0,0,3,"January 12, 1989, Pembury, Kent",35y 199d,Right hand Bat,Right arm Medium fast,Bowler,6ft 5in
MG Hughes (AUS),https://www.espncricinfo.com/ci/content/player/5726.html,1988-1993,33,17,8,100,20,11.11,134,74.62,0,0,3,"November 23, 1961, Euroa, Victoria",62y 249d,Right hand Bat,Right arm Fast,Bowler,
Khalid Kail (OMA),https://www.espncricinfo.com/ci/content/player/624813.html,2024-2024,4,4,0,100,51,25,136,73.52,0,1,1,13-Oct-96,27y 290d,Right hand Bat,,Middle order Batter,
WB Rankin (ENG/IRE),https://www.espncricinfo.com/ci/content/player/24599.html,2007-2020,75,34,21,100,18*,7.69,239,41.84,0,0,4,"July 05, 1984, Londonderry",40y 24d,Left hand Bat,Right arm Fast medium,Bowler,6ft 7in
Shahzaib Hasan (PAK),https://www.espncricinfo.com/ci/content/player/370846.html,2010-2010,3,3,0,100,50,33.33,113,88.49,0,1,0,"December 25, 1989, Karachi, Sind",34y 217d,Right hand Bat,Right arm Offbreak,Opening Batter,
NMK Smith (ENG),https://www.espncricinfo.com/ci/content/player/20259.html,1996-1996,7,6,1,100,31,20,132,75.75,0,0,0,"July 27, 1967, Solihull, Warwickshire",57y 2d,Right hand Bat,Right arm Offbreak,Allrounder,
CJ Bowes (NZ),https://www.espncricinfo.com/ci/content/player/379890.html,2023-2023,6,6,0,99,51,16.5,119,83.19,0,1,0,19-Oct-92,31y 284d,Right hand Bat,Right arm Medium,Top order Batter,
LV Garrick (WI),https://www.espncricinfo.com/ci/content/player/51877.html,2001-2001,3,3,0,99,76,33,204,48.52,0,1,0,"November 11, 1976, St Ann, Jamaica",47y 261d,Right hand Bat,Right arm Medium,,
AFG Griffith (WI),https://www.espncricinfo.com/ci/content/player/51905.html,1996-2000,9,8,1,99,47,14.14,177,55.93,0,0,0,"November 19, 1971, Holders Hill, St James, Barbados",52y 253d,Left hand Bat,Right arm Medium,,
Irfan Ahmed (HKG),https://www.espncricinfo.com/ci/content/player/208253.html,2008-2014,6,6,0,99,37,16.5,125,79.2,0,0,1,"November 20, 1989, Bahawalpur",34y 252d,Right hand Bat,Right arm Fast medium,Allrounder,
BC Rose (ENG),https://www.espncricinfo.com/ci/content/player/19478.html,1977-1977,2,2,0,99,54,49.5,210,47.14,0,1,0,"June 04, 1950, Dartford, Kent",74y 55d,Left hand Bat,Left arm Medium,,
Saad Nasim (PAK),https://www.espncricinfo.com/ci/content/player/317248.html,2015-2015,3,3,1,99,77*,49.5,124,79.83,0,1,1,"April 29, 1990, Lahore, Punjab",34y 91d,Right hand Bat,Legbreak,Allrounder,
DCC Borden (BER),https://www.espncricinfo.com/ci/content/player/23756.html,2006-2008,12,11,4,98,24,14,195,50.25,0,0,2,"March 04, 1985, Bermuda",39y 147d,Left hand Bat,Right arm Offbreak,Batter,
GJ Crocker (ZIM),https://www.espncricinfo.com/ci/content/player/55321.html,1992-1993,6,5,1,98,50,24.5,105,93.33,0,1,0,"May 16, 1962, Bulawayo",62y 74d,Left hand Bat,Left arm Medium fast,,
EJ Gray (NZ),https://www.espncricinfo.com/ci/content/player/37103.html,1984-1988,10,7,1,98,38,16.33,230,42.6,0,0,0,"November 18, 1954, Wellington",69y 254d,Right hand Bat,Slow Left arm Orthodox,,
LR Johnson (WI),https://www.espncricinfo.com/ci/content/player/52280.html,2008-2015,6,6,0,98,51,16.33,175,56,0,1,1,"August 08, 1987, Georgetown, Demerara",36y 356d,Left hand Bat,Legbreak,Middle order Batter,
I Maraj (CAN),https://www.espncricinfo.com/ci/content/player/23846.html,2003-2003,6,6,1,98,53*,19.6,264,37.12,0,1,2,"January 26, 1969, Port Fortin, Trinidad",55y 185d,Left hand Bat,Right arm Offbreak,Batter,
Mohammad Ishaq (UAE),https://www.espncricinfo.com/ci/content/player/25539.html,1994-1996,5,5,1,98,51*,24.5,130,75.38,0,1,0,"March 07, 1963, Lahore, Punjab, Pakistan",61y 144d,Right hand Bat,Right arm Medium,,
S Movva (CAN),https://www.espncricinfo.com/ci/content/player/1206190.html,2024-2024,7,6,1,98,40,19.6,131,74.8,0,0,0,4-Sep-93,30y 329d,Right hand Bat,,Wicketkeeper Batter,
GC Small (ENG),https://www.espncricinfo.com/ci/content/player/20217.html,1987-1992,53,24,9,98,18*,6.53,188,52.12,0,0,6,"October 18, 1961, Brighton, St George, Barbados",62y 285d,Right hand Bat,Right arm Fast medium,Bowler,
Sohrawordi Shuvo (BAN),https://www.espncricinfo.com/ci/content/player/56138.html,2010-2011,17,10,3,98,20*,14,135,72.59,0,0,0,"November 21, 1988, Rajshahi",35y 251d,Left hand Bat,Slow Left arm Orthodox,Bowler,
GM Ewing (ZIM),https://www.espncricinfo.com/ci/content/player/55419.html,2004-2005,7,7,0,97,46,13.85,137,70.8,0,0,2,"January 21, 1981, Harare",43y 190d,Right hand Bat,Right arm Offbreak,,
AL Kandappah (CAN),https://www.espncricinfo.com/ci/content/player/313432.html,2007-2007,2,2,1,97,69*,97,156,62.17,0,1,0,"March 07, 1971, Colombo, Sri Lanka",53y 144d,Right hand Bat,,Batter,
RB Kerr (AUS),https://www.espncricinfo.com/ci/content/player/6145.html,1985-1985,4,4,1,97,87*,32.33,159,61,0,1,0,"June 16, 1961, Herston, Brisbane, Queensland",63y 43d,Right hand Bat,Legbreak Googly,,
SP Khakurel (NEP),https://www.espncricinfo.com/ci/content/player/446807.html,2018-2022,6,6,0,97,50,16.16,193,50.25,0,1,1,22-Jun-87,37y 37d,Right hand Bat,,Wicketkeeper Batter,
Manzoor Akhtar (PAK),https://www.espncricinfo.com/ci/content/player/41264.html,1997-1998,7,4,0,97,44,24.25,147,65.98,0,0,0,"April 16, 1968, Karachi, Sind",56y 104d,Right hand Bat,Legbreak,,
Ravinderpal Singh (CAN),https://www.espncricinfo.com/ci/content/player/1159653.html,2023-2023,5,5,1,97,34,24.25,112,86.6,0,0,0,14-Oct-88,35y 289d,Right hand Bat,Right arm Offbreak,Batter,
